,Unnamed: 0,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction,firstIntentionConsistFinalGoal
5,5,model1,3,6,11,6,7,12,"[1312, 1315, 1318, 1322, 1326, 1328, 1330, 1332, 1334, 1335]","[(7, 12), [7, 11], [7, 10], [7, 9], [7, 8], [7, 7], [8, 7], [9, 7], [9, 6], [10, 6], [11, 6]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0)]","[8, 6]","[0, 0, 0, 0, 0, 1, 2, 2, 2, 2]",2,8,6,0,6
6,6,model1,3,5,11,5,7,12,"[1317, 1320, 1324, 1328, 1332, 1336, 1338, 1341, 1343, 1345, 1347]","[(7, 12), [7, 11], [7, 10], [7, 9], [6, 9], [6, 8], [6, 7], [5, 7], [5, 6], [4, 6], [3, 6], [3, 5]]","[(0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, -1)]",[4],"[0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]",1,8,7,0,7
7,7,model1,4,10,10,10,7,3,"[1314, 1317, 1321, 1325, 1329, 1332, 1336, 1339, 1344, 1347, 1350, 1352]","[(7, 3), [7, 4], [7, 5], [7, 6], [7, 7], [7, 6], [7, 7], [7, 8], [8, 8], [8, 9], [9, 9], [9, 10], [10, 10]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, -1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0)]","[5, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2]",2,6,7,180,10
8,8,model1,5,1,9,1,7,9,"[1323, 1329, 1334, 1339, 1345, 1351, 1356, 1360, 1363, 1366]","[(7, 9), [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [7, 1], [6, 1], [5, 1]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",0,4,8,0,9
9,9,model1,4,6,10,6,7,12,"[1320, 1325, 1331, 1337, 1344, 1350, 1355, 1358, 1361]","[(7, 12), [7, 11], [7, 10], [7, 9], [7, 8], [7, 7], [8, 7], [9, 7], [9, 6], [10, 6]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (1, 0), (0, -1), (1, 0)]",[6],"[0, 0, 0, 0, 0, 1, 2, 0, 2]",special,6,6,0,6
0,0,model0,8,4,8,10,1,7,"[1423, 1425, 1426, 1428, 1430, 1432, 1433, 1435, 1437, 1439, 1441, 1443]","[(1, 7), [1, 8], [2, 8], [1, 8], [2, 8], [3, 8], [4, 8], [5, 8], [6, 8], [7, 8], [7, 9], [8, 9], [8, 10]]","[(0, 1), (1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]","[3, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2]",2,6,7,90,10
1,1,model0,10,5,10,9,3,7,"[1308, 1309, 1311, 1312, 1314, 1315, 1317, 1318, 1320, 1322, 1324]","[(3, 7), [4, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [10, 8], [10, 9]]","[(1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]",[2],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",1,4,7,90,10
2,2,model0,3,4,3,10,11,7,"[1307, 1309, 1310, 1312, 1313, 1315, 1316, 1318, 1319, 1321, 1323]","[(11, 7), [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [4, 8], [4, 9], [3, 9], [3, 10]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",0,6,8,270,8
3,3,model0,12,3,12,11,4,7,"[1308, 1310, 1311, 1313, 1315, 1316, 1318, 1319, 1321, 1323, 1324, 1326]","[(4, 7), [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [11, 6], [11, 5], [11, 4], [12, 4], [12, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",0,8,8,90,8
4,4,model0,8,4,8,10,14,7,"[1318, 1324, 1329, 1334, 1340, 1343, 1346, 1348, 1350, 1353]","[(14, 7), [14, 8], [14, 8], [13, 8], [12, 8], [11, 8], [10, 8], [9, 8], [9, 9], [8, 9], [8, 10]]","[(0, 1), (1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1)]","[2, 1]","[0, 0, 0, 0, 0, 0, 0, 2, 0, 2]",2,6,6,270,8
5,5,model0,3,13,11,13,7,6,"[1311, 1314, 1317, 1321, 1324, 1327, 1331, 1334, 1336, 1337, 1340, 1341, 1343]","[(7, 6), [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [7, 11], [7, 12], [8, 12], [9, 12], [10, 12], [10, 13], [11, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, -1), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0)]",[7],"[0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 2, 0, 2]",1,8,7,180,7
6,6,model0,5,4,9,4,7,12,"[1340, 1344, 1348, 1352, 1355, 1357, 1359, 1360, 1362, 1364]","[(7, 12), [7, 11], [7, 10], [7, 9], [7, 8], [8, 8], [8, 7], [8, 6], [8, 5], [8, 4], [9, 4]]","[(0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0)]",[5],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",1,4,8,0,10
7,7,model0,12,3,12,11,6,7,"[1307, 1309, 1311, 1312, 1314, 1315, 1317, 1318, 1320, 1321, 1323, 1325]","[(6, 7), [7, 7], [7, 6], [8, 6], [9, 6], [10, 6], [10, 5], [11, 5], [11, 4], [11, 5], [11, 4], [12, 4], [12, 3]]","[(1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (0, 1), (0, -1), (1, 0), (0, -1)]","[9, 2]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]",2,8,6,90,6
8,8,model0,14,5,14,9,8,7,"[1312, 1315, 1317, 1319, 1322, 1324, 1327, 1329]","[(8, 7), [9, 7], [10, 7], [11, 7], [12, 7], [13, 7], [14, 7], [14, 8], [14, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 2, 2]",0,4,6,90,7
9,9,model0,2,4,2,10,9,7,"[1318, 1322, 1325, 1329, 1332, 1336, 1340, 1344, 1348, 1351]","[(9, 7), [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [3, 8], [3, 9], [2, 9], [2, 10]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, 1), (-1, 0), (0, 1)]",[7],"[0, 0, 0, 0, 0, 0, 1, 2, 0, 2]",special,6,7,270,7
0,0,model15,13,4,13,10,6,7,"[1311, 1314, 1320, 1323, 1326, 1330, 1334, 1336, 1337, 1338, 1340, 1341]","[(6, 7), [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [12, 6], [12, 5], [13, 5], [13, 4]]","[(-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1)]",[1],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",1,6,7,90,9
1,1,model15,10,3,10,11,2,7,"[1306, 1308, 1310, 1312, 1315, 1316, 1318, 1320, 1321, 1322, 1324, 1326]","[(2, 7), [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [9, 6], [9, 5], [10, 5], [10, 4], [10, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1)]",[10],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",1,8,8,90,8
2,2,model15,5,3,9,3,7,10,"[1311, 1313, 1314, 1315, 1316, 1318, 1319, 1321, 1322]","[(7, 10), [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [8, 5], [8, 4], [8, 3], [9, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0)]",[6],"[0, 0, 0, 0, 0, 0, 0, 0, 2]",1,4,7,0,9
3,3,model15,6,3,6,11,0,7,"[1308, 1310, 1312, 1313, 1314, 1315, 1317, 1319, 1322, 1323]","[(0, 7), [1, 7], [2, 7], [2, 8], [3, 8], [4, 8], [4, 9], [4, 10], [5, 10], [5, 11], [6, 11]]","[(1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0)]","[3, 7]","[0, 0, 0, 0, 0, 2, 0, 0, 2, 0]",2,8,6,90,6
4,4,model15,5,11,9,11,7,3,"[1320, 1321, 1323, 1324, 1325, 1327, 1328, 1329, 1330, 1332]","[(7, 3), [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [6, 11], [5, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",0,4,8,180,9
5,5,model15,5,5,9,5,7,11,"[1306, 1307, 1309, 1310, 1312, 1313, 1315, 1316]","[(7, 11), [7, 10], [7, 9], [7, 8], [7, 7], [8, 7], [8, 6], [8, 5], [9, 5]]","[(0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0)]",[5],"[0, 0, 0, 0, 0, 0, 0, 2]",1,4,6,0,8
6,6,model15,12,4,12,10,4,7,"[1307, 1309, 1310, 1311, 1313, 1314, 1315, 1316, 1317, 1319, 1320, 1322, 1323]","[(4, 7), [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [11, 8], [11, 9], [12, 9], [13, 9], [13, 10], [12, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (-1, 0)]","[8, 11]","[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 2, 2, 0]",2,6,8,90,8
7,7,model15,12,4,12,10,6,7,"[1307, 1308, 1310, 1311, 1312, 1313, 1314, 1316, 1317]","[(6, 7), [7, 7], [8, 7], [8, 6], [9, 6], [10, 6], [11, 6], [11, 5], [12, 5], [12, 4]]","[(1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]",[3],"[0, 0, 0, 0, 0, 0, 1, 0, 1]",1,6,6,90,7
8,8,model15,3,11,11,11,7,4,"[1308, 1312, 1315, 1317, 1320, 1322, 1325, 1328, 1332, 1334, 1336]","[(7, 4), [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [6, 10], [5, 10], [4, 10], [4, 11], [3, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",0,8,7,180,7
9,9,model15,14,5,14,9,7,7,"[1306, 1307, 1309, 1310, 1311, 1312, 1314, 1315, 1317]","[(7, 7), [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [13, 7], [14, 7], [14, 6], [14, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, -1)]",[8],"[0, 0, 0, 0, 0, 0, 0, 2, 1]",special,4,7,90,8
0,0,model29,4,11,10,11,7,5,"[1307, 1309, 1311, 1313, 1315, 1317, 1318, 1320, 1322, 1324, 1326]","[(7, 5), [7, 6], [7, 7], [7, 8], [7, 7], [7, 8], [7, 9], [7, 10], [6, 10], [5, 10], [5, 11], [4, 11]]","[(0, 1), (0, 1), (0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0)]",[4],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",1,6,6,180,8
1,1,model29,7,5,7,9,13,7,"[1312, 1315, 1318, 1321, 1324, 1328, 1331, 1335, 1338, 1342, 1346, 1349]","[(13, 7), [12, 7], [11, 7], [10, 7], [11, 7], [10, 7], [9, 7], [8, 7], [9, 7], [8, 7], [7, 7], [7, 8], [7, 9]]","[(-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1)]","[8, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",2,4,6,270,11
2,2,model29,4,1,10,1,7,9,"[1308, 1311, 1314, 1317, 1320, 1322, 1326, 1328, 1331, 1334, 1337]","[(7, 9), [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [6, 2], [5, 2], [5, 1], [4, 1]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",0,6,8,0,8
3,3,model29,4,3,4,11,12,7,"[1316, 1324, 1333, 1341, 1345, 1348, 1350, 1352, 1355, 1358, 1360, 1362]","[(12, 7), [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [5, 8], [5, 9], [5, 10], [5, 11], [4, 11]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]",0,8,8,270,8
4,4,model29,5,6,9,6,7,13,"[1315, 1321, 1329, 1339, 1344, 1351, 1357, 1360, 1363]","[(7, 13), [7, 12], [7, 11], [8, 11], [8, 10], [8, 9], [9, 9], [9, 8], [9, 7], [9, 6]]","[(0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1)]","[3, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,4,7,0,1
5,5,model29,11,5,11,9,3,7,"[1316, 1320, 1323, 1327, 1330, 1333, 1337, 1340, 1343, 1347]","[(3, 7), [4, 7], [4, 8], [5, 8], [6, 8], [7, 8], [8, 8], [9, 8], [10, 8], [11, 8], [11, 9]]","[(1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]",[2],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",1,4,8,90,10
6,6,model29,11,3,11,11,5,7,"[1307, 1308, 1310, 1312, 1314, 1315, 1317, 1319, 1320, 1322, 1323, 1326]","[(5, 7), [6, 7], [7, 7], [8, 7], [8, 8], [9, 8], [9, 9], [10, 9], [9, 9], [10, 9], [10, 10], [11, 10], [11, 11]]","[(1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (-1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]","[4, 8]","[0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 2]",2,8,6,90,6
7,7,model29,4,7,10,7,7,14,"[1306, 1308, 1309, 1311, 1313, 1314, 1316, 1318, 1320, 1322]","[(7, 14), [7, 13], [7, 12], [7, 11], [7, 10], [7, 9], [7, 8], [8, 8], [9, 8], [9, 7], [10, 7]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",0,6,7,0,7
8,8,model29,3,3,3,11,10,7,"[1306, 1307, 1309, 1311, 1312, 1314, 1316, 1317, 1319, 1321, 1323, 1325, 1326]","[(10, 7), [9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [4, 6], [4, 7], [4, 6], [4, 5], [4, 4], [3, 4], [3, 3]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, 1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1)]",[8],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1]",1,8,7,270,7
9,9,model29,11,3,11,11,3,7,"[1309, 1312, 1314, 1317, 1319, 1321, 1323, 1324, 1326, 1328, 1331, 1332]","[(3, 7), [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [10, 8], [10, 9], [10, 10], [11, 10], [11, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, 1), (0, 1), (1, 0), (0, 1)]",[8],"[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 2]",special,8,8,90,8
0,0,model11,14,5,14,9,8,7,"[1523, 1524, 1526, 1528, 1529, 1531, 1536, 1539]","[(8, 7), [9, 7], [10, 7], [10, 6], [11, 6], [12, 6], [13, 6], [14, 6], [14, 5]]","[(1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1)]",[3],"[0, 0, 0, 0, 0, 0, 0, 1]",1,4,6,90,8
1,1,model11,14,3,14,11,7,7,"[1308, 1309, 1311, 1313, 1314, 1317, 1319, 1321, 1322, 1324, 1326]","[(7, 7), [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [13, 7], [13, 6], [13, 5], [13, 4], [14, 4], [14, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",0,8,7,90,7
2,2,model11,5,4,9,4,7,12,"[1308, 1310, 1314, 1317, 1319, 1323, 1326, 1329, 1332, 1335, 1338, 1341]","[(7, 12), [7, 11], [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [6, 5], [6, 4], [6, 5], [6, 4], [5, 4]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (0, 1), (0, -1), (-1, 0)]","[10, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",2,4,8,0,10
3,3,model11,7,4,7,10,14,7,"[1311, 1316, 1320, 1325, 1331, 1334, 1337, 1339, 1342, 1344, 1348, 1350]","[(14, 7), [13, 7], [13, 6], [12, 6], [11, 6], [10, 6], [11, 6], [10, 6], [9, 6], [8, 6], [8, 5], [7, 5], [7, 4]]","[(-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1)]","[6, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",2,6,7,270,10
4,4,model11,3,5,11,5,7,11,"[1313, 1315, 1316, 1318, 1320, 1322, 1323, 1325, 1326, 1328, 1330, 1332]","[(7, 11), [7, 12], [7, 11], [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [6, 6], [5, 6], [4, 6], [3, 6], [3, 5]]","[(0, 1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1)]",[1],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",1,8,6,0,8
5,5,model11,4,7,10,7,7,13,"[1309, 1312, 1315, 1318, 1321, 1325, 1329, 1332, 1335]","[(7, 13), [7, 12], [7, 11], [7, 10], [7, 9], [7, 8], [6, 8], [5, 8], [5, 7], [4, 7]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0)]",[],"[0, 0, 0, 0, 0, 1, 1, 0, 1]",0,6,6,0,6
6,6,model11,9,3,9,11,1,7,"[1307, 1309, 1311, 1312, 1314, 1315, 1317, 1320, 1323, 1325, 1327, 1328, 1330, 1332]","[(1, 7), [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [8, 6], [8, 5], [8, 4], [8, 5], [8, 4], [8, 3], [9, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, 1), (0, -1), (0, -1), (1, 0)]",[11],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]",1,8,8,90,8
7,7,model11,6,4,6,10,14,7,"[1311, 1314, 1318, 1321, 1324, 1327, 1330, 1333, 1336, 1339, 1342, 1345, 1348]","[(14, 7), [13, 7], [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [6, 6], [6, 5], [6, 6], [6, 5], [6, 4]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, 1), (0, -1), (0, -1)]","[8, 11]","[0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 1, 1, 1]",2,6,8,270,8
8,8,model11,5,0,9,0,7,7,"[1313, 1315, 1317, 1318, 1320, 1322, 1324, 1325, 1327]","[(7, 7), [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [7, 1], [7, 0], [8, 0], [9, 0]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2]",0,4,7,0,8
9,9,model11,2,4,2,10,8,7,"[1316, 1324, 1331, 1338, 1343, 1348, 1351, 1354, 1357]","[(8, 7), [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [3, 8], [3, 9], [2, 9], [2, 10]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, 1), (-1, 0), (0, 1)]",[6],"[0, 0, 0, 0, 0, 1, 2, 0, 2]",special,6,6,270,6
0,0,model39,10,4,10,10,3,7,"[1310, 1312, 1314, 1315, 1317, 1318, 1320, 1322, 1324, 1325, 1327, 1328]","[(3, 7), [4, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [9, 8], [9, 9], [10, 9], [10, 10]]","[(1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1)]",[2],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",1,6,7,90,9
1,1,model39,3,14,11,14,7,6,"[1320, 1326, 1331, 1337, 1343, 1349, 1355, 1362, 1366, 1369, 1373, 1377, 1380, 1384]","[(7, 6), [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [7, 11], [7, 12], [7, 13], [6, 13], [5, 13], [4, 13], [4, 14], [3, 14]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, -1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0)]",[7],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",1,8,8,180,10
2,2,model39,8,5,8,9,0,7,"[1308, 1312, 1315, 1318, 1322, 1326, 1330, 1332, 1333, 1335, 1337, 1338]","[(0, 7), [1, 7], [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [8, 8], [7, 8], [8, 8], [8, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (-1, 0), (1, 0), (0, 1)]",[10],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",1,4,8,90,9
3,3,model39,7,4,7,10,1,7,"[1311, 1313, 1316, 1318, 1320, 1322, 1324, 1326, 1328]","[(1, 7), [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [6, 8], [7, 8], [7, 9], [7, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1)]",[7],"[0, 0, 0, 0, 0, 2, 2, 2, 2]",1,6,6,90,6
4,4,model39,3,8,11,8,7,2,"[1313, 1319, 1325, 1331, 1336, 1344, 1348, 1352, 1357, 1360, 1364, 1367, 1372, 1376]","[(7, 2), [7, 3], [7, 4], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 6], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [11, 8]]","[(0, 1), (0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (0, -1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]","[3, 8]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 2, 2, 0]",2,8,6,180,8
5,5,model39,4,1,10,1,7,9,"[1313, 1315, 1316, 1319, 1320, 1322, 1324, 1327, 1328, 1331, 1333]","[(7, 9), [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [8, 2], [9, 2], [9, 1], [10, 1]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",0,6,8,0,8
6,6,model39,5,5,5,9,11,7,"[1320, 1326, 1332, 1338, 1344, 1350, 1357, 1361, 1364, 1367]","[(11, 7), [10, 7], [9, 7], [10, 7], [10, 6], [9, 6], [8, 6], [7, 6], [6, 6], [5, 6], [5, 5]]","[(-1, 0), (-1, 0), (1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1)]","[4, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2,4,6,270,10
7,7,model39,7,3,7,11,0,7,"[1309, 1311, 1312, 1314, 1316, 1317, 1319, 1320, 1322, 1324, 1326, 1327, 1329]","[(0, 7), [1, 7], [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [6, 6], [5, 6], [5, 5], [6, 5], [6, 4], [6, 3], [7, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (-1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0)]",[8],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0]",1,8,7,90,7
